selected_clients
"[20, 52, 80, 11, 78, 28, 31, 40, 5, 97]"
"[0, 1, 2, 3, 4, 6, 7, 8, 9, 10]"
"[12, 13, 14, 15, 16, 17, 18, 19, 21, 22]"
"[23, 24, 25, 26, 27, 29, 30, 32, 33, 34]"
"[35, 36, 37, 38, 39, 41, 42, 43, 44, 45]"
"[46, 47, 48, 49, 50, 51, 53, 54, 55, 56]"
"[57, 58, 59, 60, 61, 62, 63, 64, 65, 66]"
"[67, 68, 69, 70, 71, 72, 73, 74, 75, 76]"
"[68, 72, 77, 79, 81, 82, 83, 84, 85, 86]"
"[85, 82, 81, 87, 88, 89, 90, 91, 92, 93]"
